CODICESCUOLA,CONTESTOSENZADISTURBI,VICINANZADISCARICA,VICINANZAINDUSTRIEINQUINANTI,VICINANZAACQUEINQUINANTI,VICINANZAFONTIINQUINAMENTOATMOSFERICO,VICINANZAFONTIINQUINAMENTOACUSTICO,VICINANZASORGENTIRADIAZIONIELETTROMAGNETICHE,VICINANZACIMITERI,VICINANZAALTRIDISTURBI,CRITICITASPECIFICHEAREASCOLASTICA,ASSENZAPIAZZOLAADEGUATA,AREANONRECINTATA,PRESENZAGRANDETRAFFICO,PRESENZATRANSITOFERROVIARIO,PREESISTENZEINDUSTRIALIABBANDONATE,ZONAURBANADEGRADATA,VICINANZAINDUSTRIEARISCHIO,ANNORILEVAZIONE
ANAA82802V,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PGEE051109,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
VTAA813033,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
VITA01000L,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
MIAA8EK011,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
LUTD02351R,SI,NO,NO,NO,NO,SI,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
RMEE85202Q,SI,NO,NO,SI,SI,SI,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
PRMM82301N,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
AQMM823025,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
FOPS010006,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
APAA82102P,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
RMAA8FX028,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
FGEE106035,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
BGEE8AE01L,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CNEE84706B,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
AQAA83402B,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PCAA81702A,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
VETF022019,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CSAA89001E,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
NAEE150001,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,SI,NO,NO,NO,NO,NO,NO,2022-2023
NAAA219115,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CHIC841002,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CSEE84101E,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
VIEE81105Q,SI,NO,NO,NO,NO,SI,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CTEE8AN026,SI,NO,NO,NO,NO,NO,NO,NO,vicinanza alla linea FF.SS,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PAAA063064,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CTAA89104L,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
TVTF04000T,NO,NO,NO,NO,NO,NO,NO,NO,2,NO,NO,NO,SI,NO,NO,NO,NO,2022-2023
ATEE812054,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
MIRC01401C,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CLMM04200B,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,SI,SI,SI,NO,NO,NO,NO,2022-2023
NOEE80403B,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
MOIS011007,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
TRMM816026,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
BGIC81500E,SI,NO,SI,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PNEE815021,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
BNAA810111,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
NAPS92000G,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
TOAA122035,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
MNMM806021,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
MIIS09700T,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
MBEE8GA01C,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
VIEE83801G,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
BAAA896024,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
LEAA82701B,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CBIC819008,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
RCIC80500X,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
PEIC81600T,SI,NO,NO,NO,NO,NO,NO,NO,FERROVIA PESCARA-ROMA,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
SSEE805016,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
RARC003016,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
TOEE8B102G,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
SAIC8B2008,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CNAA840038,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CSEE887032,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
UDIC83000X,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PDRI02601N,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
RMEE8C701L,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
SATD071519,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
CNMM814041,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
FRIS00900Q,SI,NO,NO,NO,NO,SI,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
MEAA81601E,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,SI,NO,NO,NO,NO,NO,2022-2023
FGEE856027,SI,NO,NO,NO,NO,SI,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
BOIC88500P,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
TATF027015,SI,NO,NO,NO,NO,SI,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
RCMM81901V,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PVRI00802L,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
BSRH02001V,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CSAA863027,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
VIEE877016,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
VRAA84002Q,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CEAA8BD02D,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
NAMM8GD01G,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
LEEE88001D,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
NOEE82005B,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
BOEE82801L,NO,NO,NO,NO,NO,NO,NO,NO,relativa vicinanza alla S.S. nr. 9 Via Emilia,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
RMIC8B200R,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CAAA8AC06R,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,SI,SI,NO,NO,NO,NO,NO,2022-2023
CSMM88701V,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CAMM833011,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
BLEE816013,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
NATD13050C,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CSRI02201V,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
NOAA80705Q,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
ARIC842003,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
BNEE85204X,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
NAMM8FS019,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CSIC81500X,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CASL013016,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
SSPM010006,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
BGTF016013,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CEAA83701E,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
BGMM846039,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CAAA86801Q,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
VEAA846023,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
UDAA85406E,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
POEE820025,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
TOPS190009,SI,NO,NO,NO,NO,SI,NO,NO,_,SI,NO,NO,NO,SI,NO,NO,NO,2022-2023
IMAA81605Q,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
NUMM86702N,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
KREE82902Q,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
AGEE856023,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
SSEE80303L,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CAEE82901A,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PIMM84203R,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,SI,SI,NO,NO,NO,NO,NO,2022-2023
SVAA81201T,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
LTRH01000P,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
FGRC04601L,SI,NO,NO,NO,NO,NO,NO,NO,ALTRO TIPO DI DEGRADO ECOLOGICO,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
BAAA06404Q,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
MEEE83404C,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
LEMM81202V,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
TOMM89801E,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
MBEE86301D,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CZEE84602E,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
GOIS00300T,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
TAEE832056,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
MNEE81204B,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
VAEE83813B,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
TOTD06751N,SI,NO,NO,NO,SI,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
ROSD003013,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
VEAA82303B,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
MBTF062018,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
BAEE8AC01X,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
TOIC852004,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,SI,NO,NO,SI,NO,NO,NO,2022-2023
ANIS01200G,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
TARF03401C,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
SAMM86401B,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
NAAA11904X,SI,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
MBEE830027,SI,NO,NO,NO,NO,SI,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
SPMM81301B,SI,NO,NO,NO,SI,SI,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PCTA002503,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
MIEE8AB01Q,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
VBEE80806T,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
TPAA81905B,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
SSTA00301C,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
GEEE84303Q,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PZMM880015,SI,NO,NO,NO,NO,SI,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
RCEE80617G,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
VEEE85801D,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
VARC01201P,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
LTEE80001V,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PIAA84205P,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
RMRC01351E,SI,NO,NO,NO,SI,SI,NO,NO,_,SI,SI,NO,SI,NO,NO,NO,NO,2022-2023
RMAA88003Q,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
RAAA816034,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PZAA83104V,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,SI,NO,NO,NO,NO,NO,NO,2022-2023
PREE806022,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
GRPS013012,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
LTMM820013,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
SAMM8A0013,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PDMM861016,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
GOAA80401A,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
RMMM8DZ03X,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
SRAA80501D,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
RMSL04000R,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
LTAA833077,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
NAAA8ED027,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
NURC01201E,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,SI,SI,NO,NO,NO,NO,NO,2022-2023
VIMM83201G,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
SRAA83303Q,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PSAA83203T,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
LTAA82201E,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
NUEE82105C,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
BRTH020006,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
RMMM82901L,SI,NO,NO,NO,NO,SI,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
CZAA850043,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
VAIS003001,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
RMMM8BN01N,SI,NO,NO,NO,NO,NO,SI,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
RMIC81400T,SI,NO,NO,NO,SI,SI,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
BGTD150004,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PGMM870016,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
UDEE84702C,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CSEE89001Q,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
VTEE801054,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
AGPC01701R,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
GEMM804034,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,SI,NO,SI,NO,NO,NO,NO,2022-2023
MBMM878016,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PGEE841028,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
ALIS009005,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PCAA00701Q,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
BARH120005,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
GERH02050G,SI,NO,NO,NO,NO,NO,NO,NO,In contesto urbano su vie ad elevato traffico,SI,NO,NO,SI,NO,NO,NO,NO,2022-2023
UDMM830011,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PTEE810017,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
GEEE02200L,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
VIEE872024,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
VVAA818127,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
TERC008534,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
BAMM003008,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,SI,SI,NO,NO,NO,NO,2022-2023
RCAA816017,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
TOEE8AD01B,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
SAEE8BQ04C,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
VTEE827025,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PATF02801A,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CTRI03301C,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,SI,NO,NO,NO,NO,NO,NO,2022-2023
MCPS02000N,NO,NO,NO,NO,NO,NO,SI,NO,_,SI,SI,NO,NO,NO,NO,NO,NO,2022-2023
ENAA091041,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
AVIC81000R,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,SI,NO,NO,NO,NO,2022-2023
PDEE876022,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
AGMM812028,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
TOEE82202B,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
ALEE82806N,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
TOEE8CB033,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CRAA803035,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,SI,SI,NO,NO,NO,NO,NO,2022-2023
VBEE819035,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
RGAA80705C,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
AVMM88302L,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,SI,NO,NO,NO,NO,NO,2022-2023
FREE84601L,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
NAEE88001X,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
REAA855013,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PVTF01401Q,SI,NO,SI,NO,SI,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
FRAA81606R,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
BAAA833021,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
